,Time Step,Episode,Step in Episode,Gen Loss
684,342500,2997,13,39.21055920918783
685,343000,3000,123,39.26767489115397
686,343500,3004,53,39.359730911254886
687,344000,3008,41,39.31170336405436
688,344500,3012,78,39.34361623128255
689,345000,3018,19,39.29410031636556
690,345500,3021,98,39.29491055806478
691,346000,3026,9,39.427336883544925
692,346500,3029,51,39.32976328531901
693,347000,3032,76,39.29236183166504
694,347500,3036,16,39.147126007080075
695,348000,3042,45,39.47233695983887
696,348500,3048,157,39.40700365702311
697,349000,3052,123,39.26808446248372
698,349500,3057,27,39.400664774576825
699,350000,3060,27,39.184096272786455
700,350500,3064,29,39.174041748046875
701,351000,3067,112,39.18472722371419
702,351500,3072,63,39.30995330810547
703,352000,3076,61,39.19445317586263
704,352500,3080,145,39.456891250610354
705,353000,3084,142,60.63019358317057
706,353500,3087,58,39.30747947692871
707,354000,3089,158,39.21666069030762
708,354500,3094,164,39.178934478759764
709,355000,3099,24,39.13071708679199
710,355500,3103,123,39.16609052022298
711,356000,3109,62,39.47457707722982
712,356500,3112,131,38.98483009338379
713,357000,3116,126,38.99562199910482
714,357500,3120,3,39.0778258005778
715,358000,3123,87,39.27130940755208
716,358500,3127,43,39.255795033772785
717,359000,3131,21,39.33228073120117
718,359500,3135,102,38.87959378560384
719,360000,3138,54,39.27821210225423
720,360500,3143,60,38.89241371154785
721,361000,3145,164,39.09864412943522
722,361500,3148,127,39.102918243408205
723,362000,3151,30,39.17581634521484
724,362500,3154,53,39.11602223714193
725,363000,3156,153,39.26202112833659
726,363500,3160,20,39.1667839050293
727,364000,3164,72,39.13263791402181
728,364500,3168,8,38.95411148071289
729,365000,3171,54,38.908900833129884
730,365500,3175,13,38.99687487284343
731,366000,3178,96,38.81652628580729
732,366500,3182,49,39.05459861755371
733,367000,3185,138,38.938049697875975
734,367500,3189,20,38.830657704671225
735,368000,3192,113,38.92442118326823
736,368500,3195,171,38.999006779988605
737,369000,3199,31,38.93535817464193
738,369500,3201,178,38.777974955240886
739,370000,3206,23,39.09402402242025
740,370500,3208,123,39.07519645690918
741,371000,3211,71,38.81449432373047
742,371500,3214,49,38.7374755859375
743,372000,3219,178,38.720329411824544
744,372500,3223,55,38.88933181762695
745,373000,3228,15,38.8481995900472
746,373500,3233,97,38.75342013041178
747,374000,3239,38,38.81918589274088
748,374500,3242,27,38.955420939127606
749,375000,3245,170,38.881535085042316
750,375500,3248,108,38.916219584147136
751,376000,3253,17,39.000021870930986
752,376500,3258,56,38.869790140787764
753,377000,3261,7,38.73239835103353
754,377500,3263,177,38.85428530375163
755,378000,3268,77,38.53387133280436
756,378500,3272,111,38.98763631184896
757,379000,3276,116,38.63264389038086
758,379500,3279,154,38.60138511657715
759,380000,3283,19,38.853145345052084
760,380500,3286,119,38.569942220052084
761,381000,3290,13,38.81843795776367
762,381500,3294,82,38.8269770304362
763,382000,3298,25,38.775404866536455
764,382500,3302,134,38.578521728515625
765,383000,3305,77,38.58950589497884
766,383500,3309,101,38.72757237752278
767,384000,3312,107,38.61443926493327
768,384500,3315,38,38.86222902933756
769,385000,3317,138,38.642168045043945
770,385500,3320,166,38.507861328125
771,386000,3326,73,38.567024103800456
772,386500,3328,173,38.63010495503743
773,387000,3332,35,38.409785970052084
774,387500,3336,53,38.55234959920247
775,388000,3339,2,38.62030309041341
776,388500,3344,47,38.73487637837728
777,389000,3350,173,38.712947082519534
778,389500,3355,140,38.818119049072266
779,390000,3359,20,38.7290599822998
780,390500,3363,168,38.83063227335612
781,391000,3367,122,38.56492703755696
782,391500,3371,23,38.61627082824707
783,392000,3373,123,38.55830167134603
784,392500,3376,155,38.64461352030436
785,393000,3379,96,38.53750178019206
786,393500,3382,99,38.57055511474609
787,394000,3386,96,38.8444642384847
788,394500,3390,83,38.816528447469075
789,395000,3394,131,38.544030380249026
790,395500,3397,31,38.80777854919434
791,396000,3401,8,38.57618891398112
792,396500,3405,18,38.53360137939453
793,397000,3410,8,38.66921755472819
794,397500,3413,80,38.602465565999346
795,398000,3416,181,38.615071614583336
796,398500,3421,30,38.64687474568685
797,399000,3426,112,38.50867436726888
798,399500,3429,12,38.66007703145345
799,400000,3432,129,38.42862790425618
800,400500,3437,40,38.57508837381999
801,401000,3441,74,38.4730884552002
802,401500,3446,68,38.57555898030599
803,402000,3449,85,38.601596959431966
804,402500,3454,89,38.53941701253255
805,403000,3458,111,38.43693135579427
806,403500,3461,77,38.395853424072264
807,404000,3465,18,38.415611012776694
808,404500,3468,86,38.65024388631185
809,405000,3473,28,38.63577880859375
810,405500,3479,29,38.528401947021486
811,406000,3481,199,38.449645360310875
812,406500,3487,38,38.56920344034831
813,407000,3492,44,38.59072964986165
814,407500,3495,121,38.52006823221843
815,408000,3501,27,38.17820307413737
816,408500,3505,170,38.38583285013835
817,409000,3510,102,38.36886660257975
818,409500,3515,48,38.47781117757162
819,410000,3519,107,38.54593620300293
820,410500,3522,90,38.83367335001628
821,411000,3527,117,38.6560925801595
822,411500,3531,33,38.57253926595052
823,412000,3534,190,38.44819081624349
824,412500,3540,44,38.48532562255859
825,413000,3547,146,38.648280461629234
826,413500,3551,6,38.275882466634116
827,414000,3557,62,38.7143305460612
828,414500,3560,74,38.61080093383789
829,415000,3563,186,38.52746289571126
830,415500,3566,86,38.48611831665039
831,416000,3571,41,38.618378448486325
832,416500,3575,116,38.46467666625976
833,417000,3578,148,38.716453806559244
834,417500,3582,32,38.71657079060872
835,418000,3584,151,38.754393641153975
836,418500,3589,34,38.557034174601235
837,419000,3593,5,38.54976018269857
838,419500,3595,182,38.422394434611
839,420000,3600,76,38.26605059305827
840,420500,3602,176,38.433754984537764
841,421000,3606,15,38.36079851786295
842,421500,3608,137,38.674522908528644
843,422000,3612,99,38.38410275777181
844,422500,3617,146,38.39766159057617
845,423000,3620,143,38.65529416402181
846,423500,3623,179,38.59228642781576
847,424000,3627,10,38.568764750162764
848,424500,3631,13,38.27546399434407
849,425000,3634,22,38.50289255777995
850,425500,3639,77,38.30539321899414
851,426000,3645,107,38.354879760742186
852,426500,3649,128,38.486106872558594
853,427000,3655,162,38.302937571207686
854,427500,3660,24,38.41226806640625
855,428000,3663,132,38.40835812886556
856,428500,3667,11,38.38523432413737
857,429000,3671,87,38.28315493265788
858,429500,3677,64,38.18765424092611
859,430000,3680,160,38.28719762166341
860,430500,3685,107,38.433905283610024
861,431000,3688,33,38.50622240702311
862,431500,3692,124,38.57483177185058
863,432000,3695,24,38.505470021565756
864,432500,3699,132,38.310442479451496
865,433000,3702,76,38.487615966796874
866,433500,3705,56,38.48611704508463
867,434000,3710,5,38.13326568603516
868,434500,3715,106,38.40219217936198
869,435000,3719,129,38.2731694539388
870,435500,3722,29,38.40649948120117
871,436000,3727,27,38.18131713867187
872,436500,3732,88,38.25144945780436
873,437000,3735,94,38.15478833516439
874,437500,3741,39,38.253060531616214
875,438000,3744,47,38.2170358022054
876,438500,3746,147,38.31200955708822
877,439000,3749,150,38.391336822509764
878,439500,3753,60,38.10154863993327
879,440000,3756,51,38.195065307617185
880,440500,3759,182,38.182942454020186
881,441000,3763,30,38.18057289123535
882,441500,3765,187,38.130775960286456
883,442000,3768,87,38.46011123657227
884,442500,3771,173,38.385215504964194
885,443000,3776,149,38.27246932983398
886,443500,3782,58,38.12284049987793
887,444000,3786,84,38.12010485331218
888,444500,3788,184,38.295186106363936
889,445000,3791,84,38.02716929117839
890,445500,3793,184,38.184800465901695
891,446000,3797,54,38.35952911376953
892,446500,3799,154,38.20143445332845
893,447000,3803,181,38.10666694641113
894,447500,3806,159,38.20292307535807
895,448000,3809,157,37.856102244059244
896,448500,3816,130,38.05645408630371
897,449000,3819,125,38.177285512288414
898,449500,3825,49,38.067769877115886
899,450000,3829,157,38.064147822062175
900,450500,3834,77,38.3929074605306
901,451000,3838,59,38.214251327514646
902,451500,3842,95,38.17991409301758
903,452000,3845,115,38.16122055053711
904,452500,3849,118,38.24696756998698
905,453000,3852,87,37.70965296427409
906,453500,3857,15,38.271271260579425
907,454000,3859,176,38.18816286722819
908,454500,3863,49,37.98043632507324
909,455000,3867,68,38.07753245035807
910,455500,3872,80,38.17405891418457
911,456000,3877,148,38.306967417399086
912,456500,3881,50,38.170095443725586
913,457000,3885,143,38.05970840454101
914,457500,3888,186,38.02543665568034
915,458000,3892,170,37.98934008280436
916,458500,3896,6,38.28718350728353
917,459000,3899,130,38.39490432739258
918,459500,3903,24,38.26618372599284
919,460000,3907,30,38.169942220052086
920,460500,3910,180,37.976192220052084
921,461000,3916,22,38.061571502685545
922,461500,3918,142,37.968213399251304
923,462000,3923,16,37.79638888041178
924,462500,3927,31,38.0668228149414
925,463000,3931,86,38.151062393188475
926,463500,3935,50,38.1301991780599
927,464000,3940,156,37.93997281392415
928,464500,3945,13,37.95525105794271
929,465000,3948,44,37.95709330240886
930,465500,3952,64,37.941497802734375
931,466000,3955,127,38.07334887186686
932,466500,3959,64,38.03025512695312
933,467000,3962,92,38.09301986694336
934,467500,3965,3,38.06943918863932
935,468000,3968,98,37.958170064290364
936,468500,3975,32,37.87936948140462
937,469000,3979,7,38.01670875549316
938,469500,3986,103,38.25147603352865
939,470000,3991,19,37.782419459025064
940,470500,3994,68,38.14350865681966
941,471000,3999,54,38.017797978719074
942,471500,4005,17,37.94212354024251
943,472000,4008,19,37.93037694295247
944,472500,4013,3,38.00085665384928
945,473000,4017,59,37.99280700683594
946,473500,4021,6,37.90460764567057
947,474000,4025,131,38.00836296081543
948,474500,4029,58,37.893561681111656
949,475000,4032,200,38.058400853474936
950,475500,4036,57,38.03156382242839
951,476000,4038,157,37.98238296508789
952,476500,4044,29,38.187445068359374
953,477000,4048,15,38.15195274353027
954,477500,4051,115,38.01758346557617
955,478000,4055,95,38.22467155456543
956,478500,4059,157,37.80377070109049
957,479000,4063,123,38.01854616800944
958,479500,4067,57,37.93051503499349
959,480000,4070,178,37.857552719116214
960,480500,4073,78,38.20731735229492
961,481000,4076,16,37.91859537760417
962,481500,4080,154,38.10645586649577
963,482000,4088,72,37.795884704589845
964,482500,4090,197,37.90743789672852
965,483000,4094,63,38.21937001546224
966,483500,4098,77,37.93521347045898
967,484000,4102,103,38.0202875773112
968,484500,4105,3,38.053218841552734
969,485000,4108,10,37.877747217814125
970,485500,4112,123,38.265220387776694
971,486000,4117,16,37.89974810282389
972,486500,4120,2,37.914086532592776
973,487000,4122,177,37.93015874226888
974,487500,4125,144,37.7823979695638
975,488000,4129,54,37.75888214111328
976,488500,4133,44,38.057150777180986
977,489000,4136,130,37.916239674886064
978,489500,4139,104,37.79881896972656
979,490000,4142,4,37.80344848632812
980,490500,4146,8,37.99798825581868
981,491000,4148,169,37.757337188720705
982,491500,4151,69,37.95854225158691
983,492000,4154,164,37.706607309977215
984,492500,4158,71,37.780867385864255
985,493000,4160,171,37.834098434448244
986,493500,4164,66,37.498988978068034
987,494000,4168,76,37.71053937276204
988,494500,4172,9,38.21431363423665
989,495000,4175,152,37.924416859944664
990,495500,4179,40,37.9586296081543
991,496000,4182,100,37.861894861857095
992,496500,4185,86,37.86470603942871
993,497000,4189,29,37.957791264851885
994,497500,4193,84,37.87370516459147
995,498000,4197,34,37.788364283243816
996,498500,4200,139,37.87630449930827
997,499000,4205,29,37.57256927490234
998,499500,4209,153,37.63386548360189
999,500000,4214,138,37.72199694315592
1000,500500,4217,47,37.71529579162598
1001,501000,4220,71,37.77546844482422
1002,501500,4224,95,37.880517578125
1003,502000,4229,48,37.52184740702311
1004,502500,4234,29,37.90780766805013
1005,503000,4237,85,37.86791598002116
1006,503500,4240,61,37.85602671305339
1007,504000,4242,161,37.787257512410484
1008,504500,4247,18,37.51260566711426
1009,505000,4251,98,37.678077443440756
1010,505500,4254,33,37.71305745442708
1011,506000,4258,95,37.478200658162436
1012,506500,4263,56,37.5840638478597
1013,507000,4267,177,37.75136896769206
1014,507500,4271,67,37.64193954467773
1015,508000,4277,6,37.68916346232096
1016,508500,4280,171,37.74520441691081
1017,509000,4284,30,37.56389795939128
1018,509500,4287,105,37.662671661376955
1019,510000,4290,5,37.87058652242025
1020,510500,4293,101,37.78549474080403
1021,511000,4296,180,37.73744875590007
1022,511500,4302,12,37.57584025065104
1023,512000,4305,104,37.58678881327311
1024,512500,4311,18,37.74523951212565
1025,513000,4315,104,37.59166653951009
1026,513500,4320,67,37.66515324910482
1027,514000,4325,11,37.72689615885417
1028,514500,4329,48,37.75521011352539
1029,515000,4332,170,37.822787602742515
1030,515500,4337,6,37.62645149230957
1031,516000,4340,91,37.537316513061526
1032,516500,4344,29,37.79099604288737
1033,517000,4347,55,37.89476979573568
1034,517500,4350,159,37.67618522644043
1035,518000,4354,28,37.75277671813965
1036,518500,4359,2,37.5792547861735
1037,519000,4361,102,37.55667343139648
1038,519500,4365,22,37.643469365437824
1039,520000,4367,184,37.54226506551107
1040,520500,4372,162,37.63989423116048
1041,521000,4375,62,37.51946182250977
1042,521500,4377,162,37.454231135050456
1043,522000,4382,19,37.468512598673506
1044,522500,4386,53,37.61409721374512
1045,523000,4392,28,37.59220911661784
1046,523500,4396,44,37.72020975748698
1047,524000,4399,92,37.538818359375
1048,524500,4403,117,37.54186566670736
1049,525000,4407,3,37.523859278361
1050,525500,4411,63,37.5289675394694
1051,526000,4415,36,37.497165044148765
1052,526500,4418,20,37.78540903727214
1053,527000,4424,53,37.5245714823405
1054,527500,4428,11,37.477960205078126
1055,528000,4431,192,37.563393656412764
1056,528500,4435,191,37.50906829833984
1057,529000,4439,83,37.38726806640625
1058,529500,4442,24,37.763597869873045
1059,530000,4444,124,37.51018600463867
1060,530500,4448,35,37.69824333190918
1061,531000,4452,28,37.48813133239746
1062,531500,4457,156,37.583417638142905
1063,532000,4461,33,37.475213623046876
1064,532500,4466,86,37.426536051432294
1065,533000,4471,50,37.401585261027016
1066,533500,4474,126,37.498761367797854
1067,534000,4478,184,37.493940099080405
1068,534500,4483,110,37.75592956542969
1069,535000,4487,89,37.62601852416992
1070,535500,4491,168,37.623386510213216
1071,536000,4495,29,37.58077303568522
1072,536500,4498,105,37.4353281656901
1073,537000,4502,129,37.58891321818034
1074,537500,4505,173,37.53875020345052
1075,538000,4508,142,37.4728640238444
1076,538500,4511,199,37.35919431050618
1077,539000,4516,22,37.613576126098636
1078,539500,4518,170,37.339904912312825
1079,540000,4522,83,37.416957219441734
1080,540500,4526,60,37.40016555786133
1081,541000,4528,179,37.549147288004555
1082,541500,4533,157,37.47721112569173
1083,542000,4536,142,37.547416559855144
1084,542500,4541,81,37.37398198445638
1085,543000,4544,154,37.53971138000488
1086,543500,4548,82,37.55006421407064
1087,544000,4551,77,37.217712529500325
1088,544500,4555,132,37.39231745402018
1089,545000,4559,65,37.537557220458986
1090,545500,4563,92,37.05322291056315
1091,546000,4566,63,37.33254051208496
1092,546500,4569,35,37.25317827860514
1093,547000,4572,156,37.466986083984374
1094,547500,4578,18,37.505025990804036
1095,548000,4584,147,37.58634122212728
1096,548500,4589,42,37.70452880859375
1097,549000,4593,83,37.38791325887044
1098,549500,4596,57,37.349330012003584
1099,550000,4599,194,37.63588803609212
1100,550500,4604,154,37.25977745056152
1101,551000,4608,39,37.204250717163085
1102,551500,4611,27,37.31882883707682
1103,552000,4615,105,37.12556393941244
1104,552500,4620,54,37.38795115152995
1105,553000,4623,72,37.32774937947591
1106,553500,4626,39,37.202030690511066
1107,554000,4629,127,37.559670511881514
1108,554500,4635,54,37.25982844034831
1109,555000,4639,91,37.462045923868814
1110,555500,4643,4,37.40697593688965
1111,556000,4645,104,37.42618471781413
1112,556500,4649,80,37.47579816182454
1113,557000,4651,180,37.18569831848144
1114,557500,4655,144,37.21200459798177
1115,558000,4659,121,37.247960027058916
1116,558500,4662,159,37.36183484395345
1117,559000,4666,10,37.46395937601725
1118,559500,4668,110,37.2063912709554
1119,560000,4671,107,37.39687957763672
1120,560500,4676,21,37.24915860493978
1121,561000,4680,144,37.41701151529948
1122,561500,4684,151,37.18525454203288
1123,562000,4687,108,37.216288503011064
1124,562500,4692,82,37.31514943440755
1125,563000,4697,41,37.175056838989256
1126,563500,4700,199,37.47525253295898
1127,564000,4704,104,37.274851353963214
1128,564500,4707,13,37.30492795308431
1129,565000,4710,60,37.17045809427897
1130,565500,4714,50,37.32084554036458
1131,566000,4717,22,37.19536832173665
1132,566500,4722,69,37.331494903564455
1133,567000,4726,13,37.234513727823895
1134,567500,4730,9,37.264508946736655
1135,568000,4735,31,36.96252810160319
1136,568500,4739,179,37.46542841593425
1137,569000,4745,60,37.23985977172852
1138,569500,4750,28,37.215542475382485
1139,570000,4754,18,37.281989161173506
1140,570500,4759,21,37.371578216552734
1141,571000,4761,198,37.168148549397785
1142,571500,4764,177,37.11265920003255
1143,572000,4770,7,37.17744255065918
1144,572500,4772,107,37.253693389892575
1145,573000,4775,85,37.357475407918294
1146,573500,4778,159,37.25993258158366
1147,574000,4781,59,37.197120412190756
1148,574500,4785,36,37.107065455118814
1149,575000,4788,67,37.4441593170166
1150,575500,4792,90,37.082070922851564
1151,576000,4796,44,37.248813247680665
1152,576500,4801,26,37.35816014607747
1153,577000,4805,29,37.41767450968425
1154,577500,4808,94,37.3732354482015
1155,578000,4811,165,37.272913996378584
1156,578500,4815,89,37.19819374084473
1157,579000,4818,102,37.20561701456706
1158,579500,4821,2,37.250877380371094
1159,580000,4825,109,37.544838460286456
1160,580500,4829,92,37.10984764099121
1161,581000,4831,192,37.24775924682617
1162,581500,4835,62,37.14988848368327
1163,582000,4838,16,37.10287539164225
1164,582500,4841,155,37.10481096903483
1165,583000,4845,6,37.4669615427653
1166,583500,4849,37,37.02213745117187
1167,584000,4852,102,37.32456029256185
1168,584500,4857,133,37.19881591796875
1169,585000,4862,23,37.34782180786133
1170,585500,4867,105,37.04434712727865
1171,586000,4872,22,37.15772018432617
1172,586500,4876,98,37.10841077168782
1173,587000,4882,32,37.37162602742513
1174,587500,4885,49,37.203722127278645
1175,588000,4889,48,37.110116958618164
1176,588500,4891,148,37.1610112508138
1177,589000,4896,59,37.055183029174806
1178,589500,4900,88,36.99639841715495
1179,590000,4904,85,37.174153900146486
1180,590500,4908,53,37.16200281778971
1181,591000,4913,19,37.23785120646159
1182,591500,4916,134,36.980481211344404
1183,592000,4920,51,37.07090632120768
1184,592500,4923,166,37.1008544921875
1185,593000,4928,109,37.04138450622558
1186,593500,4932,195,37.21567255655925
1187,594000,4936,5,36.97464027404785
1188,594500,4941,55,37.09405072530111
1189,595000,4946,11,37.08466161092122
1190,595500,4950,18,37.065329996744794
1191,596000,4953,100,37.17319869995117
1192,596500,4958,24,37.1232551574707
1193,597000,4962,119,36.93138961791992
1194,597500,4965,19,37.06106554667155
1195,598000,4969,45,37.29911308288574
1196,598500,4972,91,37.31708971659342
1197,599000,4975,91,37.26995315551758
1198,599500,4979,26,37.18557192484538
1199,600000,4982,176,37.14388910929362
1200,600500,4987,20,37.11542485555013
1201,601000,4990,139,37.14277356465657
1202,601500,4993,183,37.11959457397461
1203,602000,4997,75,37.14342727661133
1204,602500,5001,48,37.07138659159342
1205,603000,5006,7,37.03353767395019
1206,603500,5010,116,37.14675801595052
1207,604000,5013,16,37.00062077840169
1208,604500,5019,64,37.03584810892741
1209,605000,5022,60,37.0068862915039
1210,605500,5025,125,36.95802383422851
1211,606000,5028,186,37.07117436726888
1212,606500,5031,92,37.029575983683266
1213,607000,5036,139,36.80993448893229
1214,607500,5040,41,37.08659439086914
1215,608000,5045,8,37.16965446472168
1216,608500,5050,4,37.2500244140625
1217,609000,5052,104,36.91691093444824
1218,609500,5056,50,36.92616004943848
1219,610000,5059,45,37.04835815429688
1220,610500,5063,37,37.26523081461588
1221,611000,5067,35,37.00085550944011
1222,611500,5070,132,37.03624445597331
1223,612000,5075,38,37.13493347167969
1224,612500,5079,10,36.98022321065267
1225,613000,5082,100,36.880021794637045
1226,613500,5086,85,37.01787185668945
1227,614000,5090,67,36.87816314697265
1228,614500,5094,45,36.879023742675784
1229,615000,5097,5,36.9375612894694
1230,615500,5099,177,36.88310407002767
1231,616000,5102,179,36.80295651753743
1232,616500,5106,66,36.962375259399415
1233,617000,5109,8,37.05946718851725
1234,617500,5112,107,36.81865564982096
1235,618000,5118,19,36.996918233235675
1236,618500,5120,119,36.778129704793294
1237,619000,5126,46,36.834189097086586
1238,619500,5131,62,36.921274439493814
1239,620000,5134,75,36.98030382792155
1240,620500,5137,133,37.198126729329424
1241,621000,5142,44,36.7282662709554
1242,621500,5146,5,36.68173014322917
1243,622000,5148,190,36.96893552144368
1244,622500,5155,23,37.02262840270996
1245,623000,5161,56,37.0351453145345
1246,623500,5163,156,36.822515869140624
1247,624000,5167,189,37.00339024861653
1248,624500,5172,52,37.020903778076175
1249,625000,5176,37,36.85843493143717
1250,625500,5180,1,36.910302352905276
1251,626000,5182,140,36.99693641662598
1252,626500,5186,18,36.91936403910319
1253,627000,5191,58,36.82031669616699
1254,627500,5193,158,36.80419743855794
1255,628000,5198,33,36.892147318522134
1256,628500,5201,43,36.69736099243164
1257,629000,5205,21,36.88613611857097
1258,629500,5208,94,36.9265141805013
1259,630000,5212,70,36.775875854492185
1260,630500,5217,117,36.751962153116864
1261,631000,5220,149,36.872432708740234
1262,631500,5223,67,36.767316563924155
1263,632000,5225,200,36.8205457051595
1264,632500,5229,152,36.63857485453288
1265,633000,5233,41,36.88337338765462
1266,633500,5237,20,36.84781913757324
1267,634000,5242,6,36.82110150655111
1268,634500,5244,106,36.748395411173504
1269,635000,5248,87,36.74604504903157
1270,635500,5252,59,36.959219487508136
1271,636000,5256,118,36.71138496398926
1272,636500,5260,15,36.90449536641439
1273,637000,5263,197,36.765602366129556
1274,637500,5268,152,36.792654546101886
1275,638000,5272,90,36.77319552103678
1276,638500,5274,197,37.024753952026366
1277,639000,5280,24,36.563452911376956
1278,639500,5283,181,36.745272954305015
1279,640000,5286,98,36.85098431905111
1280,640500,5289,128,36.79666074117025
1281,641000,5293,68,36.94922739664714
1282,641500,5296,47,36.926308949788414
1283,642000,5301,145,36.873263676961265
1284,642500,5307,65,36.768049240112305
1285,643000,5312,30,36.996242904663085
1286,643500,5317,21,36.86684900919597
1287,644000,5322,55,36.7011910756429
1288,644500,5326,159,36.778520075480145
1289,645000,5329,83,36.60388679504395
1290,645500,5333,25,36.912631607055665
1291,646000,5336,56,36.89728597005208
1292,646500,5339,104,36.82080370585124
1293,647000,5343,131,36.84762789408366
1294,647500,5351,47,36.727997589111325
1295,648000,5355,110,37.01057790120443
1296,648500,5360,116,36.89584236145019
1297,649000,5364,4,36.947177505493165
1298,649500,5368,131,36.892207845052084
1299,650000,5371,83,36.91037534077962
1300,650500,5374,147,36.63215204874675
1301,651000,5379,122,36.83199221293132
1302,651500,5382,127,36.93108507792155
1303,652000,5386,20,36.78941370646159
1304,652500,5389,113,36.811671574910484
1305,653000,5392,13,36.71802889506022
1306,653500,5394,113,36.816688791910806
1307,654000,5398,24,36.53995984395345
1308,654500,5401,46,36.73223457336426
1309,655000,5406,79,36.84527689615886
1310,655500,5409,156,36.851749420166016
1311,656000,5414,45,36.943943659464516
1312,656500,5420,17,36.701637776692706
1313,657000,5424,122,36.61472981770833
1314,657500,5429,95,36.980014165242515
1315,658000,5433,8,36.9730588277181
1316,658500,5436,77,36.875410334269205
1317,659000,5441,86,37.01964683532715
1318,659500,5444,36,36.91670532226563
1319,660000,5447,104,36.78334732055664
1320,660500,5450,170,36.5984499613444
1321,661000,5453,93,36.72919921875
1322,661500,5457,13,36.790024820963545
1323,662000,5463,114,36.75130081176758
1324,662500,5467,15,36.76639099121094
1325,663000,5470,63,36.757941818237306
1326,663500,5473,23,36.538822682698566
1327,664000,5476,35,36.864841079711915
1328,664500,5478,161,36.51057408650716
1329,665000,5483,116,36.705223337809244
1330,665500,5487,37,36.84825210571289
1331,666000,5490,112,36.67559636433919
1332,666500,5493,124,36.72669970194499
1333,667000,5496,66,36.82523422241211
1334,667500,5498,184,36.75613594055176
1335,668000,5502,24,36.71189727783203
1336,668500,5504,124,36.83899052937826
1337,669000,5508,72,36.56435991923014
1338,669500,5511,17,36.79426358540853
1339,670000,5517,40,36.497218704223634
1340,670500,5521,61,36.60920028686523
1341,671000,5524,168,36.680132166544595
1342,671500,5528,70,36.7062437693278
1343,672000,5532,40,36.757229487101235
1344,672500,5534,193,36.718387095133465
